item_id	citation	title	authority_tier	validity	validity_note	version_id	lang	source_url	retrieved	media_type	bytes	sha256
main__07-wallet-solution-certification-and-risk-management	EUDI ARF v3.0.0 — main/07-wallet-solution-certification-and-risk-management.md	7 Wallet Solution Certification and Risk Management	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/main/07-wallet-solution-certification-and-risk-management.md	2026-07-31	text/markdown	34136	7a433d102823a09e66f9662e868885d678ea6a24ab362cbcd82bd5190d9e5679
main__08-accessibility	EUDI ARF v3.0.0 — main/08-accessibility.md	8 Accessibility	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/main/08-accessibility.md	2026-07-31	text/markdown	3158	37767aedba914a15ea2d210569fe53da9cd24929310afe132fc326442bc38d26
main__09-document-development	EUDI ARF v3.0.0 — main/09-document-development.md	9 Document development	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/main/09-document-development.md	2026-07-31	text/markdown	2397	bafce58592387cc1786c6e2fa9249c9733052aca69be00271a84d5ddc1acdf53
main__10-references	EUDI ARF v3.0.0 — main/10-references.md	10 References	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/main/10-references.md	2026-07-31	text/markdown	35736	3edb9a3987a2c408c8b0066b4fa5329434e545227661080b2e7fa94e083b09cb
main__11-annexes	EUDI ARF v3.0.0 — main/11-annexes.md	11 Annexes	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/main/11-annexes.md	2026-07-31	text/markdown	2814	7bc5d5f455f7b0fd55ad1d90a587c5901b58a34593b4d96e6623ed1d549d22d8
main__index	EUDI ARF v3.0.0 — main/index.md	Architecture and Reference Framework	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/main/index.md	2026-07-31	text/markdown	836	5f2c6c37ed279a4079172baf79bf6eb33c74b9a754c0ac2fe420423dc9ac49bf
technical-specifications__README	EUDI ARF v3.0.0 — technical-specifications/README.md	Essential Standards and Technical Specifications (STS)	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/technical-specifications/README.md	2026-07-31	text/markdown	30011	5b80a71f12c8306d40de734b6b918f08bf297dec0b0ab7b4d647e59a6f85f228
technical-specifications__ts1-eudi-wallet-trust-mark	EUDI ARF v3.0.0 — technical-specifications/ts1-eudi-wallet-trust-mark.md	Specification of EUDI Wallet Trust Mark	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/technical-specifications/ts1-eudi-wallet-trust-mark.md	2026-07-31	text/markdown	326	e449ae0fa8686039590bd576da4897cf34a958becddcb9ca8f408c3eead25e56
technical-specifications__ts10-data-portability-and-download-(export)	EUDI ARF v3.0.0 — technical-specifications/ts10-data-portability-and-download-(export).md	Specification of Data Portability and Download (Export)	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/technical-specifications/ts10-data-portability-and-download-(export).md	2026-07-31	text/markdown	374	3b7457c1446b9c3fc17816f85b02164dd4c63dc79e16610187b70997deb9f4da
technical-specifications__ts11-interfaces-and-formats-for-catalogue-of-attributes-and-catalogue-of-schemes	EUDI ARF v3.0.0 — technical-specifications/ts11-interfaces-and-formats-for-catalogue-of-attributes-and-catalogue-of-schemes.md	Specification of interfaces and formats for catalogue of attributes and catalogue of attestations { #ts11 }	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/technical-specifications/ts11-interfaces-and-formats-for-catalogue-of-attributes-and-catalogue-of-schemes.md	2026-07-31	text/markdown	506	7fe4aa51bff37cab5b9c4ad44eabf984966784096103e197eaf770965c8aec54
technical-specifications__ts12-electronic-payments-SCA-implementation-with-wallet	EUDI ARF v3.0.0 — technical-specifications/ts12-electronic-payments-SCA-implementation-with-wallet.md	Specification of Strong Customer Authentication (SCA) Implementation with the Wallet	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/technical-specifications/ts12-electronic-payments-SCA-implementation-with-wallet.md	2026-07-31	text/markdown	444	96c9ffcd794db6d34095e76e00d6fb5ded40acf50e5f2fb50ec6b7f4cb759234
technical-specifications__ts13-zksnark	EUDI ARF v3.0.0 — technical-specifications/ts13-zksnark.md	Specification of Strong Customer Authentication (SCA) Implementation with the Wallet	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/technical-specifications/ts13-zksnark.md	2026-07-31	text/markdown	427	230ccc6fb72244baaa7e1821fe81795396d9d5ed343b3459c06f904d7b6e1d64
technical-specifications__ts14-zkps-from-mms	EUDI ARF v3.0.0 — technical-specifications/ts14-zkps-from-mms.md	Specification of Strong Customer Authentication (SCA) Implementation with the Wallet	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/technical-specifications/ts14-zkps-from-mms.md	2026-07-31	text/markdown	437	60b6613a2e3b2e8ad337d814f1bb0f8045713fcd52e9ce30ae49138e0e6e7478
technical-specifications__ts2-notification-publication-provider-information	EUDI ARF v3.0.0 — technical-specifications/ts2-notification-publication-provider-information.md	Specification of systems enabling the notification and subsequent publication of Provider information { #ts2 }	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/technical-specifications/ts2-notification-publication-provider-information.md	2026-07-31	text/markdown	481	c35f730be4694ca5d52f019ba4961878b75ab8f6eac2482b756279a8ef7bb27c
technical-specifications__ts3-wallet-unit-attestation	EUDI ARF v3.0.0 — technical-specifications/ts3-wallet-unit-attestation.md	Specification of Wallet Unit Attestations (WUA) used in issuance of PID and Attestations { #ts3 }	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/technical-specifications/ts3-wallet-unit-attestation.md	2026-07-31	text/markdown	433	49557d012e8331ff22385b328b1579c43aa4176515fb0283d7f4111f075558c5
technical-specifications__ts4-zkp	EUDI ARF v3.0.0 — technical-specifications/ts4-zkp.md	Specification of Zero-Knowledge Proof (ZKP) Implementation in EUDI Wallet	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/technical-specifications/ts4-zkp.md	2026-07-31	text/markdown	353	c5040526799c6901dd01bc5c73e2e42e43beade680703c4bb53c1c8eed6ebe43
technical-specifications__ts5-common-formats-and-api-for-rp-registration-information	EUDI ARF v3.0.0 — technical-specifications/ts5-common-formats-and-api-for-rp-registration-information.md	Specification of Common formats and API for Relying Party Registration information { #ts5 }	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/technical-specifications/ts5-common-formats-and-api-for-rp-registration-information.md	2026-07-31	text/markdown	453	2f9307acbf0b039d2538e9291fbe7e3a717cd4b01a8fbc531345c05e2afdda92
technical-specifications__ts6-common-set-of-rp-information-to-be-registered	EUDI ARF v3.0.0 — technical-specifications/ts6-common-set-of-rp-information-to-be-registered.md	Common Set of Relying Party Information to be Registered { #ts6 }	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/technical-specifications/ts6-common-set-of-rp-information-to-be-registered.md	2026-07-31	text/markdown	392	94122ba0de9ce363b6aa0e15637f74a17dbb98f7536b57d76dfbaa1b621453e3
technical-specifications__ts7-common-interface-for-data-deletion-request	EUDI ARF v3.0.0 — technical-specifications/ts7-common-interface-for-data-deletion-request.md	Specification of Common Interface for Data Deletion Requests to Relying Parties	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/technical-specifications/ts7-common-interface-for-data-deletion-request.md	2026-07-31	text/markdown	426	c4a151fd7a0fbe14c96c7baf2120c2ced7cbb7006b56f38b0fcef0bbc0f65663
technical-specifications__ts8-common-interface-for-reporting-of-wrp-to-dpa	EUDI ARF v3.0.0 — technical-specifications/ts8-common-interface-for-reporting-of-wrp-to-dpa.md	Specification of Common Interface for reporting of Relying Parties to Data Protection Authorities	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/technical-specifications/ts8-common-interface-for-reporting-of-wrp-to-dpa.md	2026-07-31	text/markdown	464	bbe6849e1e76c7686523fcb16db4b7ed0e62760e2e9404843b75ceadb26eba81
technical-specifications__ts9-wallet-to-wallet-interactions	EUDI ARF v3.0.0 — technical-specifications/ts9-wallet-to-wallet-interactions.md	Specification of Wallet to Wallet interactions	commentary	in-force		v3.0.0@c64f2cbb19ae	eng	https://github.com/eu-digital-identity-wallet/eudi-doc-architecture-and-reference-framework/blob/v3.0.0/docs/technical-specifications/ts9-wallet-to-wallet-interactions.md	2026-07-31	text/markdown	347	ae66b72d000d30d8e9bf4b17f25a155ebf12fadab9a9042f14e9632c80c2d86e
